Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
352,57,165,147,1,3,157,4,1,3,2,1,3,2,1,547,0,0,547,
353,35,152,104,1,3,108,1,2,0,0,0,1,0,2,409,0,2,411,
354,101,246,151,0,3,172,0,0,0,0,0,0,1,2,676,0,3,679,
355,42,90,118,1,1,112,0,2,0,2,3,2,0,1,374,0,6,380,
356,39,170,86,0,2,100,1,7,0,0,0,2,0,1,408,0,1,409,
357,55,222,111,0,12,134,41,0,0,0,1,3,1,1,581,0,4,585,
358,36,89,197,0,5,166,6,2,0,3,1,1,1,1,508,0,0,508,
359,66,257,96,1,4,232,5,7,0,0,0,3,0,3,674,0,1,675,
360,103,147,97,1,8,149,14,5,2,1,1,4,2,4,538,0,4,542,
361,84,231,182,1,3,279,1,2,0,2,1,3,2,4,795,0,4,799,
362,69,246,38,0,4,155,0,14,1,0,0,2,2,0,531,0,1,532,
363,46,44,181,5,5,136,5,0,0,0,1,2,3,2,430,0,5,435,
364,44,173,182,2,4,306,5,1,0,0,1,3,1,1,723,0,4,727,
365,108,127,209,3,7,292,9,5,1,1,1,3,2,3,771,0,5,776,
366,28,88,58,0,3,70,0,2,0,0,1,0,0,2,252,0,1,253,
367,21,140,79,1,10,209,50,8,1,0,0,1,0,0,520,0,1,521,
368,89,195,115,0,11,229,3,2,0,2,4,5,0,3,658,0,6,664,
369,114,190,125,1,10,165,39,1,0,2,4,2,0,3,656,0,1,657,
370,69,160,204,3,12,258,38,2,5,2,4,6,5,2,770,,5,775,
