Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,21,78,113,0,0,193,0,0,0,0,0,1,0,0,0,0,0,406,0,406,0
314,13,154,167,0,2,298,0,0,0,0,0,0,0,0,1,1,1,636,0,636,0
315,29,85,188,1,0,251,0,0,0,0,0,0,0,0,1,2,2,557,0,557,0
316,43,185,253,0,0,366,1,0,0,0,0,0,1,1,0,2,2,852,0,852,0
317,25,162,268,2,1,463,1,0,0,0,1,0,0,1,0,6,6,930,0,930,0
318,29,128,161,0,1,168,0,0,0,0,0,0,0,0,0,1,1,488,0,488,0
319,34,199,237,1,3,393,0,1,0,0,2,0,1,3,1,1,1,876,0,876,0
320,20,78,161,1,1,185,0,0,0,0,1,0,0,0,0,1,1,448,0,448,0
321,29,90,226,0,0,228,1,0,0,0,0,0,0,1,1,1,1,577,0,577,0
322,15,368,135,0,0,215,1,0,1,0,1,0,0,0,0,3,3,739,0,739,0
323,22,265,295,1,0,328,0,0,0,0,0,1,0,1,0,4,4,917,0,917,0
324,22,271,283,3,3,356,0,0,1,0,1,0,0,0,0,1,1,941,0,941,0
325,17,302,220,0,1,372,0,0,0,0,1,0,0,1,1,1,1,916,0,916,0
326,22,271,197,1,2,351,4,0,0,1,0,1,0,0,0,1,1,851,0,851,0
327,41,412,250,3,0,325,0,0,2,0,0,1,1,2,0,4,4,1041,0,1041,0
328,11,147,182,0,0,219,0,0,0,0,0,0,0,0,0,1,1,560,0,560,0
329,4,96,115,0,0,135,1,0,1,0,0,0,0,1,0,2,2,355,0,355,0
330,28,101,291,1,0,376,0,0,0,0,0,0,1,1,0,1,1,800,0,800,0
331,31,125,196,0,1,268,0,0,0,0,0,0,1,0,0,1,1,623,0,623,0
332,20,220,228,1,0,297,0,0,0,0,1,0,0,1,0,8,8,776,0,776,0
333,8,92,143,0,0,226,1,0,0,0,0,0,0,0,0,2,2,472,0,472,0
334,18,142,348,2,0,264,0,0,0,1,0,0,0,0,1,1,1,777,0,777,0
335,16,121,188,1,2,221,0,0,1,0,0,0,0,1,0,1,1,552,0,552,0
336,19,79,176,0,1,230,0,0,0,1,0,1,0,0,0,5,5,512,0,512,0
337,11,113,127,0,2,295,0,0,0,0,0,1,0,0,0,3,3,552,0,552,0
338,29,118,169,1,0,404,1,1,0,0,0,0,1,0,0,3,3,727,0,727,0
339,32,142,134,1,1,238,2,0,0,0,0,0,0,1,0,1,1,552,0,552,0
340,41,161,203,0,2,374,1,0,0,0,0,1,0,0,0,7,7,790,0,790,0
341,31,281,253,1,1,378,0,0,1,0,1,0,0,2,0,4,4,953,0,953,0
342,24,188,201,1,0,427,3,0,1,0,0,0,0,0,0,2,2,847,0,847,0
343,30,201,144,0,1,273,0,0,0,0,1,0,0,2,0,4,4,656,0,656,0
344,21,130,135,0,1,253,0,0,1,0,0,1,0,1,0,2,2,545,0,545,0
345,23,202,341,0,1,252,0,0,0,0,1,1,0,2,2,2,2,827,0,827,0
346,16,158,290,2,0,281,0,0,0,3,0,0,1,1,0,3,3,755,0,755,0
347,20,160,225,2,1,306,1,0,0,0,0,0,0,1,1,2,2,719,0,719,0
348,18,135,169,0,1,264,1,0,0,0,0,0,1,1,1,0,0,591,0,591,0
349,38,156,204,0,1,209,2,0,0,0,0,0,0,2,1,0,0,613,0,613,0
350,19,170,208,1,3,346,0,2,0,0,0,0,5,1,0,2,2,757,0,757,0
351,21,103,283,1,0,230,0,0,0,0,0,0,0,0,0,0,0,638,0,638,0
352,23,270,304,1,2,234,2,1,0,0,2,0,0,2,1,2,2,844,0,844,0
353,14,140,182,0,0,220,1,0,0,0,0,0,1,0,0,1,1,559,0,559,0
354,15,161,178,2,0,187,0,2,0,0,0,0,6,1,0,0,0,552,0,552,0
355,29,127,206,0,1,276,0,1,0,1,0,0,0,0,0,1,1,642,0,642,0
356,39,302,269,0,0,412,2,0,0,0,1,0,0,1,3,4,4,1033,0,1033,0
357,34,131,183,1,1,308,2,0,0,0,0,1,0,0,0,1,1,662,0,662,0
358,31,142,179,1,2,347,5,0,1,1,1,0,0,4,0,3,3,717,0,717,0
359,5,310,177,2,0,243,0,0,0,0,0,0,0,0,1,1,1,739,0,739,0
360,44,170,237,1,3,557,1,0,1,0,0,0,1,0,1,1,1,1017,0,1017,0
361,24,290,245,1,0,409,1,1,1,0,1,0,2,2,4,1,1,982,0,982,0
362,13,216,154,0,1,237,0,0,0,0,1,0,0,2,1,2,2,627,0,627,0
363,26,235,168,0,4,339,3,0,0,0,0,0,1,0,1,3,3,780,0,780,0
364,29,279,232,2,2,387,2,0,1,0,0,0,1,2,4,9,9,950,0,950,0
365,19,291,207,1,0,474,1,0,1,1,0,0,0,2,1,6,6,1004,0,1004,0
366,19,160,140,1,0,275,0,1,1,1,1,1,0,2,2,2,2,606,0,606,0
367,14,161,135,1,0,249,0,0,0,0,0,0,0,0,1,0,0,561,0,561,0
368,30,172,233,1,0,385,3,0,0,0,0,0,1,1,2,5,5,833,0,833,0
369,20,132,191,1,1,275,0,1,0,0,0,0,0,1,2,2,2,626,0,626,0
370,25,155,194,1,2,254,0,0,0,1,0,0,0,0,0,1,1,633,0,633,0
371,25,146,232,1,2,244,0,0,1,0,0,0,0,1,0,4,4,656,0,656,0
372,17,135,278,1,0,326,0,0,0,0,0,0,0,0,1,3,3,761,0,761,0
373,31,102,290,1,1,339,2,1,0,0,1,0,0,0,1,2,2,771,0,771,0
374,40,101,285,1,1,443,0,2,0,0,0,0,0,2,1,2,2,878,0,878,0
375,15,358,276,2,1,239,2,0,0,0,0,0,0,2,3,0,0,898,0,898,0
376,37,157,257,0,2,316,0,0,1,0,0,0,0,1,1,8,8,780,0,780,0
377,21,214,218,0,0,407,0,0,2,0,1,0,0,0,2,4,4,869,0,869,0
378,38,225,257,1,0,344,1,0,1,0,0,0,0,3,0,8,8,878,0,878,0
379,19,107,178,0,4,204,0,0,0,0,0,0,0,0,0,1,1,513,0,513,0
380,11,139,177,0,0,231,2,0,0,0,0,0,0,0,0,3,3,563,0,563,0
381,22,198,101,0,0,147,0,1,0,0,0,0,0,0,0,3,3,472,0,472,0
382,20,323,168,2,4,291,2,0,0,0,0,0,0,3,1,4,4,818,0,818,0
383,19,246,224,0,0,290,0,0,0,0,0,0,0,0,2,2,2,783,0,783,0
384,23,297,293,0,8,446,5,0,0,1,1,0,0,0,2,5,5,1081,0,1081,0
385,22,284,221,2,4,440,3,1,0,0,0,1,0,1,1,1,1,981,0,981,0
386,25,183,295,2,2,345,0,0,0,0,2,0,0,1,2,2,2,859,0,859,0
387,25,281,229,0,1,316,1,0,0,0,0,1,1,2,0,2,2,859,0,859,0
388,27,225,130,0,0,274,1,0,0,0,0,0,0,1,0,0,0,658,0,658,0
389,24,255,153,0,0,320,2,0,1,0,0,0,0,0,0,4,4,759,0,759,0
390,1,0,98,0,0,7,0,0,0,0,0,0,0,0,0,0,0,106,0,106,0
391,8,148,199,0,1,356,0,0,0,1,0,0,0,1,0,2,2,716,0,716,0
392,16,150,248,0,0,411,0,0,0,0,0,1,0,0,0,1,1,827,0,827,0
393,12,180,140,1,0,216,1,0,0,0,0,0,0,0,2,2,2,554,0,554,0
394,17,118,155,0,0,263,0,0,0,0,1,0,1,0,1,2,2,558,0,558,0
395,24,272,227,2,2,453,0,1,0,0,2,0,1,2,0,2,2,988,0,988,0
396,27,331,207,0,0,314,0,1,0,0,0,0,0,0,1,8,8,889,0,889,0
397,19,203,249,1,3,254,1,0,0,0,1,0,0,1,0,3,3,735,0,735,0
398,29,198,160,1,0,352,1,0,0,0,1,0,0,0,0,5,5,747,0,747,0
399,16,219,185,1,1,225,1,0,0,0,0,0,0,1,0,0,0,649,0,649,0
400,7,48,144,0,0,169,0,0,0,1,0,0,0,0,0,0,0,369,0,369,0
401,23,109,230,0,1,264,1,0,0,1,0,0,0,0,1,1,1,631,0,631,0
402,10,72,207,2,1,185,0,0,0,0,0,0,0,0,0,0,0,477,0,477,0
403,33,85,247,1,0,210,0,1,0,0,0,0,0,0,0,5,5,582,0,582,0
404,23,70,210,0,0,235,1,0,0,0,0,1,0,0,0,0,0,540,0,540,0
405,14,171,270,0,2,251,0,0,0,0,0,0,1,1,0,4,4,714,0,714,0
406,10,64,203,1,1,262,0,0,0,0,0,0,0,1,1,1,1,544,0,544,0
407,5,40,248,0,1,152,1,0,0,0,0,0,3,0,0,0,0,450,0,450,0
408,15,156,227,0,1,274,0,0,0,0,1,0,1,1,0,1,1,677,0,677,0
409,14,43,410,0,1,173,1,0,0,0,0,0,0,1,0,5,5,648,0,648,0
410,4,49,139,2,0,145,0,0,0,0,0,0,0,0,0,0,0,339,0,339,0
411,14,97,364,1,1,264,1,0,0,0,0,1,0,2,0,2,2,747,0,747,0
412,8,45,133,2,0,254,1,0,0,0,1,0,1,1,0,0,0,446,0,446,0
413,27,155,161,1,0,291,0,1,0,0,0,0,0,0,0,3,3,639,0,639,0
414,25,136,249,2,0,318,1,1,1,0,0,0,0,0,0,8,8,741,0,741,0
415,26,85,407,4,0,383,1,1,0,0,2,1,0,2,0,4,4,916,0,916,0
416,12,56,261,2,2,294,0,0,0,1,0,0,0,0,0,1,1,629,0,629,0
417,16,61,163,0,2,234,0,0,0,0,0,1,1,1,1,4,4,484,0,484,0
418,4,73,137,4,3,176,1,0,1,0,0,0,2,0,0,0,0,401,0,401,0
419,19,123,283,0,0,357,0,1,0,0,0,0,1,0,1,3,3,788,0,788,0
420,13,117,154,1,0,229,0,1,0,0,0,0,0,2,1,2,2,520,0,520,0
421,8,91,232,0,1,184,0,1,0,0,0,0,0,2,0,0,0,519,0,519,0
422,6,71,219,0,0,158,0,0,0,0,1,0,0,0,0,1,1,456,0,456,0
423,28,180,147,0,0,282,2,0,0,0,2,0,1,2,0,1,1,645,0,645,0
424,8,83,195,0,1,211,0,0,0,0,0,0,0,1,0,3,3,502,0,502,0
425,13,73,175,0,1,120,0,0,0,0,1,0,0,0,0,2,2,385,0,385,0
426,7,196,96,0,1,218,0,0,0,0,0,0,1,0,0,2,2,521,0,521,0
427,11,201,145,2,1,216,1,3,0,0,1,0,0,0,1,9,9,591,0,591,0
428,17,195,194,0,0,184,1,0,1,0,0,0,1,0,0,4,4,597,0,597,0
429,15,105,189,0,1,161,0,0,0,0,0,0,0,0,0,3,3,474,0,474,0
430,12,116,136,1,0,129,0,0,0,0,0,0,1,0,0,9,9,404,0,404,0
431,10,150,156,0,0,126,1,0,0,0,0,0,0,0,0,2,2,445,0,445,0
432,12,245,168,2,0,152,3,0,0,0,0,0,0,0,1,3,3,586,0,586,0
433,23,158,141,0,0,141,1,0,0,0,0,0,0,0,1,1,1,466,0,466,0
434,21,144,181,0,1,226,0,0,0,1,0,0,1,0,0,4,4,579,0,579,0
435,15,117,171,0,1,228,0,0,0,0,0,0,0,0,2,2,2,536,0,536,0
436,12,92,132,1,0,131,0,1,0,0,0,0,0,0,0,0,0,369,0,369,0
437,19,74,191,1,0,135,0,0,0,0,0,0,1,0,0,1,1,422,0,422,0
438,25,78,300,0,0,282,0,0,0,0,0,0,0,0,1,3,3,689,0,689,0
439,22,95,194,2,0,174,0,0,0,0,0,0,1,0,0,3,3,491,0,491,0
440,14,68,222,0,1,213,1,1,0,0,0,0,0,0,0,1,1,521,0,521,0
441,23,168,140,1,2,334,1,0,0,0,0,0,0,0,0,3,3,672,0,672,0
442,17,113,189,3,1,269,1,0,1,0,1,0,0,1,0,1,1,597,0,597,0
443,27,105,216,0,1,247,0,0,0,0,1,1,0,1,0,2,2,601,0,601,0
444,25,113,171,2,1,269,2,0,0,0,1,0,0,0,0,7,7,591,0,591,0
445,21,107,218,1,0,270,0,0,0,0,0,0,0,0,0,0,0,617,0,617,0
446,11,107,156,2,0,235,0,0,0,0,0,0,0,1,0,2,2,514,0,514,0
447,24,170,151,0,1,255,2,0,0,0,0,0,0,2,0,2,2,607,0,607,0
448,29,105,206,1,1,357,0,0,0,2,0,0,0,0,1,9,9,711,0,711,0
449,15,120,203,0,1,147,0,0,0,1,0,0,1,0,0,3,3,491,0,491,0
450,4,47,131,0,0,84,0,0,0,0,0,0,0,0,0,2,2,268,0,268,0
451,19,142,302,1,1,312,0,0,0,0,0,0,0,1,0,2,2,780,0,780,0
452,8,77,94,0,0,85,0,0,0,0,0,0,1,0,0,1,1,266,0,266,0
453,14,132,219,0,1,261,0,0,1,1,0,0,0,0,0,2,2,631,0,631,0
454,12,181,180,0,0,191,1,0,0,0,1,1,0,0,0,6,6,573,0,573,0
455,21,179,175,0,0,196,2,0,0,0,0,0,0,0,0,1,1,574,0,574,0
456,17,150,198,1,2,216,0,0,0,0,0,0,0,1,0,0,0,585,0,585,0
457,17,159,210,0,1,268,1,1,0,0,1,0,0,0,0,4,4,662,0,662,0
458,20,215,266,2,1,219,2,1,0,0,2,0,0,0,2,4,4,734,0,734,0
459,9,192,132,0,0,204,0,0,0,0,0,0,0,1,0,2,2,540,0,540,0
460,18,73,204,1,0,210,0,0,0,0,1,0,0,0,1,5,5,513,0,513,0
461,14,100,137,0,0,140,0,0,0,0,0,0,2,0,0,2,2,395,0,395,0
462,15,169,153,0,0,168,0,0,0,0,0,0,0,0,0,2,2,507,0,507,0
463,22,152,196,2,1,196,0,0,0,0,0,0,0,0,0,4,4,573,0,573,0
464,22,135,212,1,3,275,1,1,0,0,0,0,0,2,0,3,3,655,0,655,0
465,5,80,126,0,1,149,0,0,0,0,0,1,0,0,0,2,2,364,0,364,0
466,21,169,272,0,2,318,0,1,0,0,0,0,0,0,0,5,5,788,0,788,0
467,8,80,178,1,0,261,0,0,0,0,0,0,1,0,1,2,2,532,0,532,0
468,30,125,239,3,1,283,0,1,0,0,1,0,1,1,0,6,6,691,0,691,0
469,29,101,239,0,0,208,0,0,0,0,0,1,0,0,0,4,4,582,0,582,0
470,20,111,253,0,1,231,0,0,0,0,0,1,0,0,0,3,3,620,0,620,0
471,25,89,189,2,0,212,1,0,0,0,0,0,0,0,0,0,0,518,0,518,0
472,21,146,308,2,2,301,0,0,0,0,0,0,1,0,0,5,5,786,0,786,0
473,20,153,203,0,0,313,1,1,0,0,0,0,0,0,1,3,3,695,0,695,0
474,20,77,141,0,0,190,0,0,0,0,0,0,0,0,0,1,1,429,0,429,0
475,24,101,192,0,1,205,0,1,0,0,0,0,1,0,0,5,5,530,0,530,0
476,27,86,130,0,0,162,1,1,0,0,0,0,0,1,0,5,5,413,0,413,0
477,11,91,322,2,0,272,1,1,0,0,0,0,0,1,0,0,0,701,0,701,0
478,24,68,291,2,2,332,2,0,0,0,0,0,0,0,0,7,7,728,0,728,0
479,21,261,251,0,2,285,3,0,0,0,0,0,1,0,2,4,4,830,0,830,0
480,25,148,275,1,1,330,0,0,1,0,0,0,1,2,0,1,1,785,0,785,0
481,27,210,274,0,3,294,3,0,0,1,1,0,0,2,0,5,5,820,0,820,0
482,32,197,200,1,1,264,1,0,0,0,0,1,0,1,1,2,2,701,0,701,0
483,26,216,168,0,1,234,1,0,0,0,0,0,0,1,1,1,1,649,0,649,0
484,21,74,155,0,0,205,1,0,0,0,1,0,0,0,0,2,2,459,0,459,0
485,37,111,206,1,1,344,0,1,0,0,0,0,1,0,2,7,7,711,0,711,0
486,32,139,222,0,0,293,1,0,0,0,0,0,0,1,0,2,2,690,0,690,0
487,19,131,239,1,3,339,0,0,0,0,0,0,0,0,1,2,2,735,0,735,0
488,31,109,260,1,2,317,0,0,0,0,0,0,0,0,0,7,7,727,0,727,0
489,12,127,219,1,0,254,0,0,0,0,1,0,0,0,1,2,2,617,0,617,0
490,24,156,249,0,1,394,1,1,4,0,0,0,0,0,1,4,4,835,0,835,0
491,30,142,184,1,1,305,1,0,1,0,0,0,0,0,2,0,0,667,0,667,0
492,21,83,90,1,0,142,0,0,0,0,0,0,1,0,0,4,4,342,0,342,0
493,28,179,192,2,0,215,0,0,0,0,0,0,0,2,1,3,3,622,0,622,0
494,11,156,340,4,0,253,0,0,0,1,0,0,2,0,0,1,1,768,0,768,0
495,29,209,207,1,1,347,1,0,0,0,0,0,0,1,0,1,1,797,0,797,0
496,31,101,367,0,2,375,0,0,0,0,0,0,2,1,0,1,1,880,0,880,0
497,28,206,360,4,4,346,1,1,0,0,0,0,0,1,0,3,3,954,0,954,0
498,,,,,,,,,,,,,,,,,,0,0,0,0
499,,,,,,,,,,,,,,,,,,0,0,0,0
500,,,,,,,,,,,,,,,,,,0,0,0,0
501,,,,,,,,,,,,,,,,,,0,0,0,0
502,,,,,,,,,,,,,,,,,,0,0,0,0
503,,,,,,,,,,,,,,,,,,0,0,0,0
504,,,,,,,,,,,,,,,,,,0,0,0,0
