Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
312,312,18,104,101,1,0,275,1,1,0,1,0,3,2,1,0,508,0,6,514,0
313,313,48,62,527,4,2,300,1,0,0,2,2,3,3,1,1,956,0,1,957,0
314,314,28,33,465,3,1,241,0,0,0,0,0,2,5,2,0,780,0,2,782,0
315,315,44,34,319,2,0,253,0,0,0,0,2,3,0,1,1,659,0,2,661,0
316,316,35,38,371,5,1,203,0,0,0,1,0,1,3,2,0,660,0,3,663,0
317,317,100,143,206,0,2,245,0,0,1,0,0,1,1,4,1,704,0,32,736,0
318,318,88,157,163,1,1,221,0,0,0,1,1,0,2,2,0,637,0,16,653,0
319,319,27,83,383,3,2,193,1,0,0,0,0,1,2,2,1,698,0,1,699,0
320,320,25,75,269,4,3,196,1,0,0,0,0,1,1,2,1,578,0,2,580,0
321,321,31,79,232,2,0,156,1,0,0,0,0,1,2,4,0,508,0,2,510,0
322,322,31,99,280,4,1,189,0,4,1,1,0,3,6,1,0,620,0,1,621,0
323,323,33,52,397,1,1,212,0,2,1,0,0,3,3,5,0,710,0,0,710,0
324,324,17,115,186,0,1,211,1,0,0,0,2,3,2,2,2,542,0,2,544,0
325,325,25,125,286,2,1,280,0,1,0,1,0,2,2,0,0,725,0,4,729,0
326,326,35,82,212,1,1,169,0,0,0,0,0,2,4,4,0,510,0,2,512,0
327,327,27,145,348,7,2,258,3,0,1,0,4,1,3,0,0,799,0,4,803,0
328,328,28,96,178,0,0,200,1,1,0,0,0,7,2,0,0,513,0,3,516,0
329,329,12,81,222,4,0,187,1,0,0,0,1,1,1,0,0,510,0,2,512,0
330,330,17,36,313,3,1,131,1,1,0,0,0,2,2,2,0,509,0,0,509,0
331,331,21,41,316,2,0,119,1,0,0,1,1,1,1,1,0,505,0,3,508,0
332,332,32,120,242,4,2,229,1,0,1,0,0,4,2,0,2,639,0,1,640,0
333,333,36,74,320,1,1,215,1,0,0,0,1,5,0,1,2,657,0,2,659,0
334,334,16,87,169,1,2,202,0,0,0,0,0,1,1,0,0,479,0,1,480,0
335,335,11,54,140,2,3,255,1,0,0,0,1,5,2,0,0,474,0,1,475,0
336,336,42,147,276,2,6,397,3,0,0,1,2,3,3,0,1,883,0,8,891,0
337,337,74,197,310,2,1,182,1,0,0,0,0,2,3,2,1,775,0,3,778,0
338,338,84,158,399,1,0,164,0,1,0,0,1,2,1,0,0,811,0,5,816,0
339,339,55,131,407,3,1,324,1,4,0,1,2,2,1,0,2,934,0,3,937,0
340,340,39,142,261,2,0,192,0,0,0,0,0,1,2,0,0,639,0,1,640,0
341,341,43,68,252,0,1,178,0,0,0,0,0,1,3,0,0,546,0,1,547,0
342,342,22,104,244,0,2,206,1,0,0,0,0,0,2,2,0,583,0,2,585,0
343,343,41,109,188,0,3,177,1,0,1,0,0,1,0,0,1,522,0,2,524,0
344,344,15,217,161,0,1,130,0,0,0,0,0,0,1,1,1,527,0,0,527,0
345,345,14,189,239,2,0,199,0,0,0,0,0,3,4,0,0,650,0,0,650,0
346,346,17,117,233,1,0,160,1,1,0,1,0,1,2,2,0,536,0,2,538,0
