Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Candidate_20,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
262,264,0,1096,30,0,317,0,0,0,0,0,190,315,0,0,0,0,0,0,0,0,0,864,0,864
263,265,0,931,22,0,243,0,0,0,0,0,172,362,0,0,0,0,0,0,0,0,0,816,0,816
264,266,0,572,18,0,117,0,0,0,0,0,128,217,0,0,0,0,0,0,0,0,0,490,0,490
265,267,0,827,18,0,208,0,0,0,0,0,154,271,0,0,0,0,0,0,0,0,0,665,0,665
266,268,0,687,18,0,174,0,0,0,0,0,124,183,0,0,0,0,0,0,0,0,0,515,0,515
267,269,0,579,14,0,158,0,0,0,0,0,84,171,0,0,0,0,0,0,0,0,0,436,0,436
268,270,0,815,23,0,193,0,0,0,0,0,148,230,0,0,0,0,0,0,0,0,0,608,0,608
269,271,0,635,32,0,169,0,0,0,0,0,106,166,0,0,0,0,0,0,0,0,0,485,0,485
270,272,0,541,17,0,165,0,0,0,0,0,81,174,0,0,0,0,0,0,0,0,0,451,0,451
271,273,0,540,18,0,133,0,0,0,0,0,101,144,0,0,0,0,0,0,0,0,0,408,0,408
272,274,0,640,18,0,125,0,0,0,0,0,153,172,0,0,0,0,0,0,0,0,0,480,0,480
273,275,0,1015,30,0,214,0,0,0,0,0,213,362,0,0,0,0,0,0,0,0,0,836,0,836
274,276,0,596,13,0,190,0,0,0,0,0,70,230,0,0,0,0,0,0,0,0,0,512,0,512
275,277,0,588,19,0,166,0,0,0,0,0,109,175,0,0,0,0,0,0,0,0,0,477,0,477
276,278,0,540,0,0,199,0,0,0,0,0,57,192,0,0,0,0,0,0,0,0,0,463,0,463
277,279,0,707,21,0,162,0,0,0,0,0,254,163,0,0,0,0,0,0,0,0,0,617,0,617
278,280,0,748,11,0,227,0,0,0,0,0,250,184,0,0,0,0,0,0,0,0,0,690,0,690
279,281,0,877,34,0,203,0,0,0,0,0,162,347,0,0,0,0,0,0,0,0,0,762,0,762
280,282,0,931,14,0,358,0,0,0,0,0,146,330,0,0,0,0,0,0,0,0,0,875,0,875
281,283,0,990,22,0,224,0,0,0,0,0,220,380,0,0,0,0,0,0,0,0,0,879,0,879
282,284,0,862,19,0,221,0,0,0,0,0,156,316,0,0,0,0,0,0,0,0,0,744,0,744
283,285,0,564,18,0,176,0,0,0,0,0,105,206,0,0,0,0,0,0,0,0,0,511,0,511
284,286,0,809,25,0,290,0,0,0,0,0,132,225,0,0,0,0,0,0,0,0,0,681,0,681
285,287,0,667,21,0,148,0,0,0,0,0,176,177,0,0,0,0,0,0,0,0,0,533,0,533
286,288,0,976,14,0,277,0,0,0,0,0,166,325,0,0,0,0,0,0,0,0,0,798,0,798
287,289,0,706,16,0,219,0,0,0,0,0,105,239,0,0,0,0,0,0,0,0,0,595,0,595
288,290,0,778,17,0,189,0,0,0,0,0,210,237,0,0,0,0,0,0,0,0,0,674,0,674
289,291,0,683,0,0,256,2,0,0,0,0,65,272,0,0,0,0,0,0,0,0,0,620,0,620
290,292,0,605,0,0,144,0,0,0,0,0,131,239,0,0,0,0,0,0,0,0,0,533,0,533
291,293,0,840,18,0,241,2,0,0,0,0,179,259,0,0,0,0,0,0,0,0,0,708,0,708
292,294,0,732,18,0,165,0,0,0,0,0,253,207,0,0,0,0,0,0,0,0,0,657,0,657
293,295,0,599,17,0,111,0,0,0,0,0,189,179,0,0,0,0,0,0,0,0,0,515,0,515
294,296,0,554,15,0,121,0,0,0,0,0,174,172,0,0,0,0,0,0,0,0,0,493,0,493
295,297,0,420,0,0,90,0,0,0,0,0,146,116,0,0,0,0,0,0,0,0,0,369,0,369
296,298,0,767,12,0,163,0,0,0,0,0,198,300,0,0,0,0,0,0,0,0,0,695,0,695
297,299,0,591,0,0,204,0,0,0,0,0,89,210,0,0,0,0,0,0,0,0,0,534,0,534
298,300,0,616,0,0,196,0,0,0,0,0,163,160,0,0,0,0,0,0,0,0,0,534,0,534
299,301,0,621,22,0,150,0,0,0,0,0,186,165,0,0,0,0,0,0,0,0,0,541,0,541
300,302,0,732,0,0,213,0,0,0,0,0,212,183,0,0,0,0,0,0,0,0,0,632,0,632
301,303,0,683,0,0,400,0,0,0,0,0,38,167,0,0,0,0,0,0,0,0,0,618,0,618
302,304,0,1002,12,0,389,0,0,0,0,0,268,194,0,0,0,0,0,0,0,0,0,878,0,878
303,305,0,938,22,0,255,0,0,0,0,0,258,232,0,0,0,0,0,0,0,0,0,787,0,787
304,306,0,710,22,2,156,0,0,0,0,0,165,213,0,0,0,0,0,0,0,0,0,581,0,581
305,307,0,725,13,0,175,0,0,0,0,0,184,247,0,0,0,0,0,0,0,0,0,633,0,633
306,308,0,429,0,0,78,0,0,0,0,0,138,131,0,0,0,0,0,0,0,0,0,366,0,366
307,309,0,787,10,0,306,0,0,0,0,0,85,253,0,0,0,0,0,0,0,0,0,685,0,685
308,310,0,627,18,0,181,0,0,0,0,0,127,190,0,0,0,0,0,0,0,0,0,531,0,531
309,311,0,522,0,0,88,0,0,0,0,0,278,63,0,0,0,0,0,0,0,0,0,443,0,443
310,312,0,1046,18,0,342,19,0,0,0,0,288,219,0,0,0,0,0,0,0,0,0,907,0,907
311,313,0,878,12,0,135,0,0,0,0,0,403,189,0,0,0,0,0,0,0,0,0,755,0,755
312,314,0,848,19,0,501,0,0,0,0,0,51,186,0,0,0,10,0,0,0,0,0,785,0,785
313,315,0,690,12,0,262,0,0,0,0,0,96,216,0,0,0,0,0,0,0,0,0,616,0,616
314,316,0,628,12,0,367,0,0,0,0,0,62,123,0,0,0,0,0,0,0,0,0,578,0,578
315,317,0,737,20,0,294,0,0,0,0,0,131,172,0,0,0,0,0,0,0,0,0,638,0,638
316,129,0,0,16,0,185,0,0,0,0,0,87,187,0,0,0,0,0,0,0,0,0,494,0,494
317,0,0,0,85,0,726,24,0,0,0,0,705,535,0,0,0,0,0,0,0,0,15,2110,262,2372
