Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Candidate_20,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
263,263,13,280,303,4,1,0,1,212,0,0,0,0,0,3,1,1,1,1,2,823,0,2,825,0
264,264,28,282,299,4,1,0,0,209,3,0,0,0,1,3,1,0,0,1,2,834,0,3,837,0
265,265,15,301,376,2,0,1,6,284,1,0,0,1,1,1,0,0,0,1,0,990,0,3,993,0
266,266,38,448,222,2,4,0,0,152,0,0,1,0,1,5,2,0,0,0,1,876,0,3,879,0
267,267,43,368,216,1,0,0,1,217,0,0,0,0,3,2,0,0,1,3,2,857,0,2,859,0
268,268,20,213,238,0,1,3,0,141,1,0,0,0,2,1,0,0,1,0,0,621,0,1,622,0
269,269,15,229,255,0,0,1,2,190,0,0,0,1,0,1,0,0,0,0,2,696,0,0,696,0
270,270,12,280,191,1,0,0,1,100,0,0,0,0,0,0,1,0,1,3,0,590,0,1,591,0
271,271,14,239,405,5,0,1,1,172,1,0,0,1,0,2,2,2,0,2,4,851,0,1,852,0
272,272,19,345,226,1,1,1,1,192,3,0,0,2,0,0,1,1,0,1,1,795,0,1,796,0
273,273,10,172,92,0,0,0,1,118,0,0,0,0,0,0,0,0,0,1,0,394,0,0,394,1
274,274,8,258,104,0,1,0,2,194,0,0,0,0,0,1,2,3,1,1,1,576,0,1,577,1
275,275,40,304,338,4,0,0,2,221,0,0,2,3,0,6,5,1,1,1,10,938,0,2,940,0
276,276,15,335,195,0,1,0,2,143,2,0,0,2,0,0,2,0,1,0,3,701,0,1,702,0
277,277,8,57,246,1,0,1,0,113,0,0,0,4,0,1,1,0,0,0,2,434,0,0,434,0
278,278,12,313,89,0,1,8,0,84,0,0,0,1,0,1,0,2,1,2,1,515,0,1,516,0
279,279,22,249,292,6,2,0,2,281,2,0,0,0,0,3,1,2,0,2,2,866,0,3,869,0
280,280,12,228,150,1,0,0,0,68,0,0,0,0,0,0,1,0,0,6,2,468,0,2,470,0
281,281,14,327,280,1,0,0,1,180,1,1,0,0,0,2,2,3,0,0,4,816,0,1,817,0
282,282,20,240,216,0,0,0,1,96,0,0,0,0,2,5,3,3,0,2,4,592,0,1,593,0
283,283,27,229,214,2,0,0,1,114,2,0,0,0,0,0,0,0,0,0,2,591,0,2,593,0
284,284,14,111,471,1,0,0,2,242,0,0,0,0,0,7,2,0,1,1,4,856,0,1,857,0
285,285,47,143,410,2,0,0,2,186,0,0,0,0,0,5,0,1,0,1,3,800,0,2,802,0
286,286,60,322,216,1,0,4,2,194,0,0,0,0,0,1,0,0,0,2,1,803,0,2,805,0
287,287,40,393,174,0,0,0,0,89,0,1,0,0,0,3,2,0,1,2,2,707,0,1,708,0
288,288,18,145,370,2,0,0,1,157,0,0,0,1,0,2,1,0,1,1,5,704,0,3,707,0
289,289,29,251,259,2,1,3,2,231,0,0,1,1,0,0,1,0,0,0,0,781,0,2,783,0
290,290,11,123,180,0,1,1,0,148,1,0,0,0,0,1,0,0,2,0,0,468,0,3,471,0
291,291,15,86,167,0,1,1,2,168,1,1,1,0,0,1,1,1,0,0,0,446,0,2,448,0
292,292,29,200,238,1,0,0,3,220,1,0,2,0,0,1,0,2,0,1,1,699,0,4,703,0
293,293,12,210,245,0,0,0,0,106,0,1,0,0,1,4,1,0,0,3,10,593,0,11,604,0
294,294,16,148,456,3,0,0,3,181,0,0,0,0,1,3,1,0,0,0,4,816,0,0,816,0
295,295,7,61,117,1,0,1,0,55,0,0,0,0,0,0,1,0,0,4,5,252,0,2,254,0
296,296,27,218,314,2,0,0,1,235,0,0,0,0,2,1,1,0,0,0,2,803,0,2,805,0
297,297,14,102,109,0,0,0,0,127,1,1,0,0,0,0,0,0,0,0,0,354,0,0,354,0
298,298,16,165,145,0,0,1,0,156,0,0,0,1,0,1,2,0,0,0,0,487,0,0,487,0
299,299,11,94,436,1,1,0,0,129,1,0,0,0,1,1,1,1,0,0,1,678,0,2,680,0
300,300,9,59,164,0,0,0,0,110,1,0,0,0,0,1,0,0,0,0,0,344,0,0,344,0
301,301,10,231,189,1,0,1,0,77,2,0,0,0,0,0,0,1,0,1,1,514,0,0,514,0
302,302,21,222,362,2,0,1,3,148,2,1,0,0,2,4,0,0,0,0,0,768,0,1,769,0
303,303,15,532,197,1,0,2,2,170,0,0,1,0,0,3,4,0,0,0,1,928,0,3,931,0
304,304,14,143,475,1,0,1,5,247,0,0,0,0,1,6,2,0,0,1,3,899,0,1,900,0
305,305,28,404,147,0,0,1,0,188,0,0,0,1,0,0,0,2,0,1,1,773,0,2,775,0
306,306,32,374,149,0,0,1,2,208,1,1,0,2,0,2,0,1,0,0,2,775,0,3,778,0
307,307,21,354,274,1,0,1,1,215,0,0,2,0,0,0,1,1,0,1,5,877,0,5,882,0
308,308,9,312,140,1,0,0,1,159,1,0,0,0,1,0,7,3,1,8,5,648,0,1,649,0
309,309,8,360,171,1,0,0,0,127,0,0,0,0,0,0,1,0,0,0,0,668,0,0,668,0
310,310,21,334,336,1,0,1,4,239,1,0,0,1,1,2,0,0,0,1,1,943,0,0,943,0
311,311,14,321,308,2,1,0,0,129,0,0,0,0,2,1,1,0,0,2,2,783,0,1,784,0
312,312,23,554,187,2,0,0,2,147,0,1,1,0,1,6,3,1,0,1,2,931,0,2,933,0
313,313,20,313,357,0,1,0,2,131,0,0,0,0,0,3,0,1,0,0,1,829,0,2,831,0
314,314,26,385,232,2,0,3,0,170,0,0,1,2,0,3,1,0,3,5,3,836,0,2,838,0
315,315,16,241,260,1,0,4,0,131,0,0,0,0,1,2,0,1,0,3,0,660,0,0,660,0
316,316,9,345,177,1,0,2,1,108,0,0,0,1,0,0,0,0,0,3,1,648,0,1,649,0
317,317,33,229,398,0,1,0,0,243,1,0,2,0,0,1,0,0,0,1,3,912,0,1,913,0
318,318,16,193,144,1,0,0,2,161,0,0,1,0,0,2,0,0,1,3,2,526,0,0,526,0
319,319,10,66,371,1,0,0,0,105,0,0,0,1,1,2,0,1,0,1,0,559,0,4,563,1
320,320,17,377,135,1,0,0,0,151,0,0,0,0,1,3,3,1,0,3,1,693,0,2,695,0
321,321,27,399,341,1,0,1,0,232,0,1,1,0,1,4,1,2,0,0,0,1011,0,1,1012,0
322,322,5,253,86,0,0,1,1,93,0,0,0,0,0,1,1,0,0,4,2,447,0,0,447,0
323,323,18,176,389,2,0,2,1,117,0,0,0,0,0,6,2,2,0,1,1,717,0,0,717,0
324,324,8,381,166,2,0,0,0,103,1,0,0,0,0,1,1,2,0,1,1,667,0,3,670,0
325,325,19,332,199,1,0,0,1,132,0,0,0,1,0,1,0,1,0,2,0,689,0,0,689,0
326,326,23,330,382,0,0,1,3,204,1,1,1,2,1,5,4,2,1,5,6,972,0,5,977,0
327,327,7,190,332,1,0,0,1,128,0,0,0,1,1,1,0,1,0,0,1,664,0,0,664,0
328,328,15,165,163,0,0,0,0,84,0,0,0,0,1,1,0,0,0,0,3,432,0,0,432,0
329,329,16,178,202,0,0,0,1,122,0,1,0,1,2,1,0,0,0,0,1,525,0,0,525,0
330,330,16,169,148,0,2,0,1,111,0,0,1,0,0,1,0,0,0,1,1,451,0,0,451,0
331,331,31,326,266,0,0,0,2,185,0,0,0,0,0,2,2,1,0,1,0,816,0,1,817,1
332,332,17,191,208,0,0,1,1,86,0,0,0,0,0,2,0,1,0,0,3,510,0,3,513,0
333,333,28,188,224,4,0,0,1,121,0,0,0,0,0,2,1,1,0,0,0,570,0,1,571,0
334,334,24,316,322,0,0,2,1,169,1,1,0,0,1,5,1,1,0,2,2,848,0,0,848,0
335,335,10,347,192,1,1,10,6,118,0,1,0,0,0,3,3,2,0,4,1,699,0,0,699,0
336,336,13,339,265,4,0,1,0,121,1,0,0,0,1,2,3,0,1,1,0,752,0,3,755,0
337,337,9,256,149,1,0,2,0,95,1,0,0,0,1,1,0,0,0,0,1,516,0,0,516,0
338,338,14,214,229,2,0,2,1,138,0,0,0,1,0,3,0,1,1,2,2,610,0,1,611,0
339,339,15,396,180,0,0,18,0,123,0,1,0,0,0,2,1,0,1,2,3,742,0,2,744,0
340,340,6,247,98,1,0,9,0,87,0,0,0,0,0,2,2,0,0,1,3,456,0,0,456,0
341,341,11,304,256,0,0,0,0,171,0,0,2,1,0,3,2,0,2,1,2,755,0,2,757,0
342,342,11,238,220,1,0,0,0,123,0,0,0,1,0,4,3,1,0,2,1,605,0,0,605,0
343,343,18,242,272,0,0,1,0,186,0,0,1,0,1,4,1,0,0,2,2,730,0,0,730,0
344,344,11,227,303,2,0,0,1,125,0,0,0,1,0,3,4,1,1,3,4,686,0,1,687,0
345,345,12,242,75,1,0,0,0,74,0,0,0,0,0,0,0,1,0,2,1,408,0,1,409,0
346,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,20,172,123,1,0,0,1,220,0,0,0,0,1,1,1,0,0,1,1,542,0,0,542,0
348,2,12,138,177,1,1,1,2,160,0,0,0,0,0,1,0,0,0,1,0,494,0,1,495,0
349,3,35,106,402,1,0,0,1,318,1,0,1,0,1,5,1,0,0,0,0,872,0,4,876,0
350,4,27,185,499,3,0,0,3,237,1,3,0,0,0,3,2,0,2,1,0,966,0,2,968,0
351,5,10,6,290,0,0,0,3,82,0,0,0,0,0,0,1,1,1,2,0,396,0,4,400,0
352,6,15,6,287,1,1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,378,0,1,379,0
353,7,8,4,193,0,0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,266,0,2,268,0
354,8,15,19,442,0,0,5,122,0,0,0,0,0,0,1,1,0,0,0,1,606,0,2,608,0
355,9,17,29,387,0,0,0,0,178,1,0,0,0,1,0,0,1,0,1,1,616,0,5,621,0
356,10,21,14,507,2,0,0,4,158,2,0,0,0,1,1,0,0,1,0,1,712,0,3,715,0
357,11,16,10,507,0,0,1,4,114,0,0,0,0,1,0,0,0,0,1,1,655,0,5,660,0
358,12,7,14,414,1,0,0,3,115,3,0,0,0,0,1,0,0,0,0,1,559,0,4,563,0
359,13,9,11,357,0,0,0,1,88,1 P,1 age 1 of,0 25,0,0,0,0,0,0,0,2,470,0,2,472,0
360,14,9,10,602,0,0,0,0,149,0,0,1,1,0,0,1,0,0,0,3,776,0,0,776,0
361,15,6,12,308,1,1,0,0,76,1,1,0,0,0,0,0,0,0,1,0,407,0,4,411,0
362,16,5,5,292,0,0,0,3,83,0,0,0,0,0,0,1,0,0,1,0,390,0,0,390,0
363,17,13,9,278,0,0,1,1,95,0,0,0,0,0,1,0,0,0,0,0,398,0,0,398,0
364,18,17,323,199,0,0,2,0,259,0,0,0,2,0,0,1,0,0,3,2,808,0,2,810,0
365,19,11,252,152,1,2,1,1,242,0,0,0,0,0,1,0,0,0,1,1,665,0,1,666,0
366,20,19,154,388,3,0,0,6,239,3,0,0,0,0,1,0,1,1,3,2,820,0,2,822,0
367,21,20,69,336,0,0,0,0,175,0,0,0,0,0,0,0,0,1,1,0,602,0,0,602,0
368,23,19,245,227,0,0,1,3,343,0,0,0,0,0,2,2,0,2,2,0,846,0,1,847,0
369,24,9,84,131,1,0,0,4,128,0,0,0,1,0,1,0,1,0,0,0,360,0,4,364,0
370,25,23,75,412,1,0,1,1,184,1,1,0,0,2,1,0,1,2,1,0,706,0,3,709,0
371,26,2,32,148,0,0,1,0,42,0,0,0,0,0,1,1,1,0,0,2,230,0,0,230,0
372,27,4,51,200,0,0,0,1,70,0,0,0,0,1,2,1,2,0,0,3,335,0,2,337,0
373,28,14,191,104,0,0,0,0,118,2,0,0,0,1,0,2,2,0,1,1,436,0,0,436,0
374,29,18,117,315,0,0,0,3,182,0,1,1,1,0,1,0,0,0,0,0,639,0,2,641,0
375,30,28,251,158,0,0,0,2,172,0,0,0,1,1,1,0,0,1,0,3,618,0,0,618,0
376,31,3,223,190,3,1,0,1,171,1,1,0,1,1,2,0,1,1,0,0,600,0,1,601,0
377,32,26,233,200,1,1,0,2,186,1,0,0,1,0,2,2,1,0,0,1,657,0,0,657,0
378,33,14,121,158,1,0,0,2,116,0,0,0,0,0,1,3,1,0,0,2,419,0,1,420,0
379,34,14,108,153,0,1,0,0,68,0,1,0,0,0,1,1,0,0,0,0,347,0,1,348,0
380,35,13,181,328,1,0,1,0,155,0,0,0,1,2,0,2,1,1,0,0,686,0,2,688,0
381,36,13,134,354,0,1,0,0,157,1,0,0,0,0,1,1,0,0,1,2,665,0,0,665,0
382,37,18,130,237,3,3,0,0,159,1,0,1,2,0,3,4,0,0,0,1,562,0,0,562,0
383,38,24,297,208,3,1,0,3,225,0,0,1,0,2,2,1,0,0,1,0,768,0,3,771,0
384,39,29,252,313,0,0,2,1,267,1,0,0,0,1,2,1,0,0,0,1,870,0,1,871,0
385,40,7,111,89,1,0,0,0,75,1,0,1,0,0,2,0,0,0,0,0,287,0,1,288,0
386,41,10,168,239,0,0,1,0,139,2,0,1,0,0,2,1,1,1,0,1,566,0,3,569,0
387,42,27,73,220,2,0,0,1,128,3,0,0,0,0,6,4,1,0,1,4,470,0,1,471,0
388,43,10,162,241,1,0,1,1,161,0,0,0,0,1,1,0,1,2,2,2,586,0,0,586,0
389,44,8,247,205,1,1,0,1,128,0,0,0,0,0,2,0,2,0,0,1,596,0,1,597,0
390,45,19,323,156,2,4,0,0,194,3,0,0,1,0,5,1,3,0,1,2,714,0,0,714,0
391,46,14,163,332,0,0,0,0,118,0,0,0,0,0,4,1,1,0,1,2,636,0,2,638,0
392,47,15,233,147,2,1,0,2,109,0,0,0,1,0,1,3,2,1,0,1,518,0,1,519,0
393,48,18,282,116,1,0,1,1,97,0,0,0,1,1,1,1,1,0,1,0,522,0,0,522,0
394,49,24,349,133,0,0,0,2,131,1,0,0,0,1,1,1,0,0,1,2,646,0,1,647,0
395,50,7,129,435,0,1,0,0,219,1,0,0,0,1,1,1,0,0,0,2,797,0,1,798,0
396,51,0,30,148,1,0,0,2,54,0,0,0,0,0,1,1,0,0,0,1,238,0,0,238,0
397,52,4,156,182,0,0,0,0,84,0,0,0,0,0,1,0,0,1,2,0,430,0,0,430,0
398,53,7,108,394,1,0,0,3,177,4,0,0,0,1,3,2,3,0,1,0,704,0,0,704,0
399,54,30,160,217,0,0,0,2,234,1,0,0,0,1,2,2,2,1,2,1,655,0,0,655,0
400,55,9,30,329,3,0,0,2,163,1,0,1,0,0,2,2,1,1,1,3,548,0,0,548,0
401,56,7,31,284,2,0,0,1,126,1,0,0,0,0,1,0,0,1,0,1,455,0,0,455,0
402,57,5,157,259,0,0,0,1,83,0,0,0,1,0,4,0,0,0,0,1,511,0,0,511,0
403,58,12,130,169,2,0,0,1,93,0,0,0,1,0,0,1,0,0,0,0,409,0,5,414,0
404,59,16,132,370,4,0,0,1,208,1,0,0,1,1,4,1,2,1,1,0,743,0,0,743,0
405,60,34,360,201,2,0,1,2,296,0,0,1,0,1,2,1,2,0,4,3,910,0,0,910,0
406,61,9,149,251,1,1,0,1,164,1,1,0,0,0,3,1,0,0,0,0,582,0,1,583,0
407,62,15,184,112,1,0,0,2,188,1,0,1,0,0,2,3,1,0,3,1,514,0,0,514,0
408,63,10,110,139,1,0,0,1,248,1,0,0,2,2,6,1,1,1,0,0,523,0,1,524,0
409,64,6,331,227,0,3,0,1,125,0,0,0,0,0,2,2,0,0,0,1,698,0,1,699,0
410,65,14,107,273,2,0,0,0,166,1,0,0,1,1,1,1,0,0,1,1,569,0,1,570,0
411,66,15,75,336,3,0,0,0,173,0,0,2,0,0,1,2,3,1,1,0,612,0,0,612,0
412,67,18,240,183,2,2,0,2,166,0,0,0,1,1,5,0,1,0,1,4,626,0,1,627,0
413,68,24,308,226,2,0,0,0,197,0,0,0,3,0,0,2,1,0,1,2,766,0,1,767,0
414,69,14,205,111,2,0,0,1,138,0,0,0,0,1,0,3,1,1,3,1,481,0,3,484,0
415,70,23,179,177,2,0,0,0,144,0,1,0,0,1,0,2,1,0,0,1,531,0,1,532,0
416,71,34,132,318,1,1,0,2,142,0,0,0,0,2,2,1,1,0,0,2,638,0,2,640,0
417,72,17,86,127,0,1,0,0,58,0,0,0,0,0,0,1,0,0,0,0,290,0,0,290,0
418,73,31,252,132,2,0,0,1,153,0,0,0,0,0,0,1,0,2,1,2,577,0,0,577,0
419,74,42,193,333,3,0,0,3,281,1,0,0,0,2,1,9,3,1,1,0,873,0,1,874,0
420,75,20,176,420,2,0,0,1,305,0,0,0,0,0,4,1,1,0,0,2,932,0,2,934,0
421,76,7,223,188,1,0,0,3,177,1,0,0,0,1,2,3,0,1,1,1,609,0,0,609,0
422,77,15,143,175,1,0,0,0,102,0,0,0,0,0,1,1,0,0,0,0,438,0,0,438,0
423,78,28,157,170,1,1,0,0,230,0,0,1,2,1,0,8,1,1,2,0,603,0,0,603,0
424,79,30,151,368,1,0,1,1,261,0,1,0,0,0,3,5,1,1,1,1,826,0,2,828,0
425,80,40,227,169,0,0,0,5,211,3,0,0,1,0,1,4,1,0,1,1,664,0,1,665,0
426,81,54,250,361,2,2,1,3,235,0,0,0,0,1,6,2,0,0,1,1,919,0,2,921,0
427,82,116,333,271,0,0,1,0,161,0,0,0,0,0,2,0,1,2,2,0,889,0,3,892,0
428,83,19,125,166,2,1,0,2,172,0,0,0,0,0,0,1,0,0,0,1,489,0,0,489,0
429,84,44,103,98,1,1,0,0,121,2,0,0,0,0,2,0,0,3,0,2,377,0,4,381,0
430,85,27,83,110,0,0,0,2,114,0,1,0,0,0,3,1,0,0,0,1,342,0,2,344,0
431,86,29,209,352,2,1,1,2,336,0,1,0,1,2,1,2,1,0,1,0,941,0,1,942,0
432,87,17,126,229,1,1,0,0,171,2,0,0,0,0,0,0,0,0,0,0,547,0,1,548,0
433,88,34,202,257,2,2,1,1,267,5,0,0,0,0,5,2,1,1,1,1,782,0,2,784,0
434,89,26,150,166,0,1,1,1,184,0,0,1,0,0,2,0,2,1,1,1,537,0,1,538,0
435,90,24,163,199,1,1,0,3,216,0,0,0,0,1,0,3,0,0,1,2,614,0,1,615,0
436,91,30,120,317,2,0,0,2,152,0,0,0,0,0,2,0,2,1,0,5,633,0,2,635,0
437,92,22,164,173,1,0,0,1,98,0,0,0,1,0,0,3,0,0,1,2,466,0,1,467,0
438,93,44,371,253,1,0,0,5,195,0,0,0,0,0,1,2,2,0,2,0,876,0,4,880,0
439,94,25,179,314,2,0,1,1,265,0,0,1,0,1,5,0,0,0,0,1,795,0,1,796,0
440,95,25,176,174,2,0,0,3,248,2,1,3,1,0,4,3,0,0,2,1,645,0,2,647,0
441,96,25,188,164,0,0,0,2,101,0,0,0,0,0,0,1,1,0,5,4,491,0,2,493,0
442,97,33,338,283,1,0,1,2,255,1,1,0,2,2,4,6,2,2,4,0,937,0,3,940,0
443,98,29,136,481,3,0,1,3,261,0,0,0,0,1,1,2,0,0,4,4,926,0,0,926,0
444,99,33,176,286,1,0,1,0,185,0,0,0,0,0,0,0,2,0,0,0,684,0,2,686,0
445,100,11,167,215,4,0,0,1,85,0,0,0,0,0,1,0,1,0,1,3,489,0,0,489,0
446,101,14,276,276,2,1,1,1,239,1,0,0,3,2,1,3,1,1,2,2,826,0,0,826,0
447,102,14,117,152,0,0,0,1,125,1,0,0,0,1,2,3,0,0,0,1,417,0,0,417,0
448,103,41,146,337,2,0,0,0,153,0,0,0,0,0,5,0,1,1,2,5,693,0,0,693,0
449,104,16,299,199,2,3,0,3,234,0,1,1,0,1,5,1,2,0,5,0,772,0,3,775,0
450,105,29,284,224,1,0,2,1,254,0,0,2,0,1,4,5,1,1,1,5,815,0,1,816,0
451,106,18,123,253,1,0,1,1,193,2,0,0,0,2,2,1,3,0,2,1,603,0,1,604,0
452,107,23,154,300,2,0,0,1,184,2,0,0,0,0,2,0,0,1,1,3,673,0,2,675,0
453,108,37,270,232,1,0,0,2,282,0,1,1,0,0,0,1,1,1,3,2,834,0,2,836,0
454,109,23,59,504,2,3,0,1,213,0,3,0,0,1,1,1,0,0,0,5,816,0,4,820,0
455,110,26,196,267,0,0,0,1,186,0,0,0,0,0,4,1,1,1,0,2,685,0,1,686,0
456,111,24,156,262,1,0,0,0,130,0,0,0,0,1,2,4,0,0,3,5,588,0,0,588,0
457,112,10,193,114,0,1,0,0,134,2,0,1,0,0,2,1,1,0,3,0,462,0,0,462,0
458,113,19,262,115,1,12,0,0,126,0,0,0,0,0,0,2,1,0,0,0,538,0,0,538,0
459,114,16,120,322,5,0,0,1,206,0,1,0,1,1,0,1,1,0,2,1,678,0,0,678,0
460,115,5,176,60,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,1,296,0,1,297,0
461,116,22,259,182,1,0,0,1,120,0,1,1,2,0,2,0,1,1,1,1,595,0,4,599,0
462,117,32,447,300,1,2,1,0,188,0,0,0,0,0,2,2,0,0,2,0,977,0,3,980,0
463,118,8,80,242,0,0,0,1,105,0,0,0,2,0,2,0,0,0,0,3,443,0,0,443,0
464,119,16,181,423,3,0,0,0,169,3,0,0,0,2,5,0,2,0,1,2,807,0,1,808,0
465,120,25,343,209,1,2,0,3,159,1,0,0,0,0,1,2,1,0,1,1,749,0,2,751,0
466,121,4,187,97,0,0,0,0,111,1,0,0,0,0,0,2,0,0,2,3,407,0,1,408,0
467,122,19,350,273,0,0,0,2,209,2,1,0,1,2,1,0,1,1,2,0,864,0,3,867,0
468,123,22,246,141,2,1,0,2,111,0,1,0,0,0,3,3,0,0,0,0,532,0,3,535,0
469,124,19,203,128,1,1,1,2,118,0,0,2,0,0,1,1,0,1,0,0,478,0,1,479,0
470,125,17,112,242,1,0,0,0,127,2,0,0,0,0,0,0,0,1,1,0,503,0,0,503,0
471,126,10,148,270,0,1,1,2,120,0,0,0,1,0,2,1,1,0,6,1,564,0,4,568,0
472,127,32,365,249,2,2,0,0,169,0,1,1,1,0,3,4,0,0,2,5,836,0,0,836,0
473,128,17,128,326,4,0,1,1,190,1,0,0,0,0,2,1,2,0,1,1,675,0,1,676,0
474,129,17,141,354,3,0,1,2,199,1,0,1,0,1,4,2,4,1,1,2,734,0,2,736,0
475,130,18,155,392,3,0,0,4,273,1,1,0,2,0,2,0,2,0,1,1,855,0,0,855,0
476,131,37,311,194,3,0,0,1,196,1,0,1,0,0,1,1,1,0,2,2,751,0,0,751,0
477,132,20,290,195,2,1,0,3,131,0,0,0,0,1,2,0,1,1,3,3,653,0,5,658,0
478,133,28,230,137,0,1,0,0,159,0,0,0,0,0,1,0,0,0,2,0,558,0,2,560,0
479,134,25,304,306,0,1,0,1,163,2,0,2,0,0,3,4,1,1,0,1,814,0,3,817,0
480,135,21,147,310,7,1,0,0,198,0,0,0,1,0,3,1,0,1,0,2,692,0,3,695,0
481,136,11,97,228,1,1,1,2,141,0,0,0,0,1,6,1,1,0,0,0,491,0,1,492,0
482,137,36,208,267,0,3,0,5,217,1,0,0,0,1,0,1,1,0,2,2,744,0,0,744,0
483,138,18,138,241,0,0,0,0,122,0,0,0,0,0,0,1,0,0,0,1,521,0,1,522,0
484,139,27,284,362,0,0,0,5,318,0,0,0,1,0,3,1,0,0,1,1,1003,0,0,1003,0
485,140,13,105,607,4,0,1,1,269,0,0,0,0,0,1,0,0,0,0,2,1003,0,3,1006,0
486,141,19,192,184,1,1,1,2,238,0,0,2,0,0,3,2,4,0,3,2,654,0,2,656,0
487,142,18,240,171,0,0,0,2,147,0,0,0,0,1,2,3,0,1,1,1,587,0,1,588,0
488,143,18,151,122,0,1,0,1,170,0,0,0,0,2,2,1,1,0,3,1,473,0,0,473,0
489,144,27,285,280,4,0,1,1,213,2,0,0,0,0,5,3,0,1,1,1,824,0,1,825,0
490,145,19,169,178,0,0,0,1,184,0,0,0,0,0,2,4,2,1,1,1,562,0,0,562,0
491,146,58,156,308,2,0,1,0,289,1,0,0,0,0,1,1,1,0,0,0,818,0,1,819,0
492,147,31,125,148,2,0,0,0,154,1,0,0,0,0,1,2,0,0,2,1,467,0,1,468,0
493,148,8,39,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,151,0,1,152,1
494,149,38,214,146,2,0,1,0,164,1,0,1,0,0,1,2,1,1,2,0,574,0,1,575,0
495,150,57,324,254,5,1,3,2,286,2,1,1,0,2,2,3,1,5,1,3,953,0,3,956,0
496,151,18,237,209,3,1,0,0,167,0,0,0,0,4,7,5,1,1,4,6,663,0,2,665,0
497,152,10,169,285,1,1,0,0,148,0,0,0,0,0,4,0,0,0,1,1,620,0,0,620,0
498,153,10,138,131,1,0,0,0,123,0,0,0,0,0,1,3,0,0,1,1,409,0,2,411,0
499,154,12,284,191,1,0,0,1,166,0,0,0,1,2,2,7,0,1,4,3,675,0,1,676,0
500,155,27,147,259,0,0,0,1,235,0,0,0,0,1,2,1,0,0,0,3,676,0,0,676,0
501,156,18,204,200,1,0,0,0,195,0,0,0,0,0,2,1,1,1,0,2,625,0,0,625,0
502,157,5,235,180,2,0,0,1,150,0,0,0,0,0,2,2,0,0,1,4,582,0,0,582,0
503,158,21,207,143,1,0,0,0,136,0,0,0,1,0,0,5,0,0,0,0,514,0,1,515,0
504,159,11,200,189,0,1,0,0,72,1,0,0,1,0,1,1,0,0,1,5,483,0,0,483,0
505,160,41,223,366,2,0,0,3,294,1,0,0,1,0,2,1,3,1,0,1,939,0,2,941,0
506,161,46,180,365,2,0,1,1,227,2,1,0,2,2,6,4,1,2,2,1,845,0,2,847,0
507,162,45,243,321,0,0,0,2,254,0,0,0,0,0,1,1,0,0,0,0,867,0,2,869,0
508,163,27,237,197,0,4,0,0,104,0,0,0,1,0,0,3,0,0,4,1,578,0,2,580,0
509,164,17,220,229,2,1,0,1,205,1,0,0,0,3,2,3,1,0,1,0,686,0,2,688,0
510,165,52,246,339,0,0,0,0,240,1,0,0,1,1,7,6,4,0,0,1,898,0,1,899,0
511,166,53,300,334,0,3,1,2,294,2,0,2,2,1,3,3,3,1,12,13,1029,0,3,1032,0
512,167,49,227,388,1,0,0,3,349,0,0,0,3,0,2,0,2,1,1,4,1030,0,1,1031,0
513,168,27,251,357,3,0,0,3,314,1,2,1,3,2,6,6,5,0,2,1,984,0,1,985,0
514,169,28,153,216,3,0,0,2,193,0,0,0,0,0,1,0,0,1,0,0,597,0,2,599,0
515,170,25,125,185,2,3,1,1,191,1,0,0,0,0,2,0,0,0,2,1,539,0,1,540,0
516,171,48,359,276,0,0,2,0,304,1,1,1,1,1,3,2,1,0,2,1,1003,0,0,1003,0
517,172,23,208,141,1,0,1,2,134,0,1,0,1,2,2,1,0,0,3,1,521,0,1,522,0
518,173,27,151,266,1,0,1,0,169,0,0,1,0,0,0,0,0,1,3,3,623,0,0,623,0
519,174,18,103,196,0,0,0,1,129,0,0,0,0,0,1,2,2,1,1,0,454,0,1,455,0
520,175,16,244,213,0,0,2,1,205,3,0,0,1,1,3,1,0,0,1,1,692,0,3,695,0
521,176,39,227,377,0,0,0,1,263,1,0,0,0,2,5,3,0,0,3,4,925,0,2,927,0
522,177,31,180,244,2,0,0,1,162,0,0,0,1,0,1,1,0,0,0,1,624,0,3,627,0
523,178,37,160,162,0,0,0,1,150,4,0,0,1,1,3,3,2,0,4,2,530,0,0,530,0
524,179,36,137,213,0,0,0,0,145,0,0,0,1,0,1,2,1,0,3,0,539,0,0,539,0
525,180,18,277,229,1,3,0,2,188,2,0,0,0,1,1,2,0,1,4,4,733,0,0,733,0
526,181,18,186,138,0,0,0,0,79,0,0,0,0,0,0,1,0,0,2,2,426,0,2,428,0
527,182,26,113,362,1,0,0,2,208,0,0,0,0,0,1,0,2,1,1,0,717,0,0,717,0
